"","","","","","","","","","","","Normalized abundance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"","","","","","","","","","","","RegionalPrim","","","","","","","","","","","","","","","","","","","","","","","","","","","","RegionalRec","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Accession","Peptide count","Peptides used for quantitation","Confidence score","Anova (p)","Max fold change","Fractions","Occurrences","Highest mean condition","Lowest mean condition","Description","120907_Emila_6423_01","120907_Emila_6423excl_02","120907_Emila_15722_01","120907_Emila_15722excl_02","120907_Emila_12549excl_02","120911_Emila_12549_01","120907_Emila_12551_01","120907_Emila_12551excl_02","120907_Emila_12178excl_02","120912_Emila_12178_01","120907_Emila_10575excl_02","120911_Emila_10575_01","120907_Emila_11650excl_02","120911_Emila_11650_01","120907_Emila_5714excl_02","120913_Emila_5714_01","120907_Emila_12623_01","120913_Emila_12623_01","120907_Emila_6643excl_02","120913_Emila_6643_01","120907_Emila_16954_01","120913_Emila_16954_01","120907_Emila_11521excl_02","120911_Emila_11521_01","120907_Emila_11191_01","120907_Emila_11191excl_02","120907_Emila_11632excl_02","120911_Emila_11632_01","120907_Emila_6424_01","120907_Emila_6424excl_02","120907_Emila_15952_01","120907_Emila_15952excl_02","120907_Emila_12550excl_02","120912_Emila_12550_01","120907_Emila_12552_01","120907_Emila_12552excl_02","120907_Emila_12244excl_02","120912_Emila_12244_01","120907_Emila_10574excl_02","120911_Emila_10574_01","120907_Emila_11649excl_02","120911_Emila_11649_01","120907_Emila_5715_01","120913_Emila_5715_01","120907_Emila_12624_01","120913_Emila_12624_01","120907_Emila_6644excl_02","120912_Emila_6644_01","120907_Emila_16995_01","120907_Emila_16995excl_02","120907_Emila_11522excl_02","120911_Emila_11522_01","120907_Emila_11192_01","120907_Emila_11192excl_02","120907_Emila_11631_01","120907_Emila_11631excl_02",
"Q9H7P9-1","4","4","9.61","2.87759149830702E-06","2.09274724710064","1","1","RegionalPrim","RegionalRec","Isoform 1 of Pleckstrin homology domain-containing family G member 2 OS=Homo sapiens GN=PLEKHG2","56668.0195875691","102554.448218271","121668.36094933","126491.183083854","131089.377053428","56992.7578645428","40721.3412950224","72291.5070823819","111059.170233236","103797.01087855","136724.200462038","242369.026671549","78446.4724255563","84942.5719435606","44465.5717037632","54760.440097299","40379.795841841","38956.362828858","71011.1891534862","74850.4434354021","206232.201835115","122297.853170021","59095.4811977843","25559.313551379","49924.462746352","58045.4211240752","80567.7137084336","98939.1537322997","36735.746639782","40798.0697428133","34343.3840727796","40665.8012255089","30945.6536205984","25415.2703191622","15478.2845322511","48847.2534199509","65094.7478890167","66239.1161875499","85345.6906645534","64043.5792884402","17085.8885854359","14567.4586346928","16779.1678762523","20787.7743766616","55721.6646155544","64022.0892625506","58802.4547403194","61185.4052438096","36203.7457715387","65900.8582743005","41644.9385001586","25963.2043330628","38532.8917099873","48777.8854162624","25159.9353308977","45166.0731866574",
"Q8N2S1-2","3","3","188.96","2.94675090406482E-06","3.02956896431181","1","1","RegionalRec","RegionalPrim","Isoform 2 of Latent-transforming growth factor beta-binding protein 4 OS=Homo sapiens GN=LTBP4","20194.2062842568","16871.5811634476","5094.5589209842","6705.38822638278","31099.4504209897","27685.8514259762","28250.9736881759","7391.61734876736","11316.2591147439","11715.392243702","27114.8076345986","35453.3379551346","4039.75956231134","2264.50658331695","10270.0812623096","8425.05502197182","14596.8495078557","13807.78692333","4601.57453186003","4343.66975420495","11220.1050733206","5521.98958464186","22084.0751081498","19766.8264996029","12782.6540990857","15955.7808022917","15382.1336771278","14257.0155081517","75019.9022428843","77575.4396895737","106247.570535059","74764.9728650035","35541.919155877","31520.4254778274","43560.1136723136","46236.1470710666","24658.354816675","21019.7538601543","18290.4728955538","18237.9090943043","30452.8384597545","36885.7842884487","6321.94080371498","7232.6713752944","15947.7914549191","13142.2754828248","78657.8929842301","59472.2728803335","7987.8152197141","17839.2017514036","110213.187103877","79247.7411797891","47790.8671936692","41710.4725449745","60486.4701658856","50648.1036572623",
"P15586","15","15","415.76","1.70397932385269E-05","1.81693481839107","1","1","RegionalRec","RegionalPrim","N-acetylglucosamine-6-sulfatase OS=Homo sapiens GN=GNS","230515.495174385","262868.427507861","210819.356734753","243904.782696935","286537.003685925","286309.306961833","173410.802842967","273645.946527392","350543.985990989","394822.559204175","213398.421082032","259725.256611647","433411.321089231","639689.063093595","94087.6185904706","105439.998112878","319771.494599248","304310.050104219","84469.8475911689","73751.5139951267","412384.824447926","443545.222314223","150654.831265707","102626.844922916","331458.132674082","530996.305138554","223074.838399111","316090.875523986","233395.629311415","302969.280361543","263165.347243876","210294.46706852","796285.315100762","834233.460828465","458610.619260205","773560.881612233","415645.710527939","406630.938086093","1142140.75455707","946151.971322647","412941.248887224","492101.612739313","325997.74387907","348057.347238409","582722.763733268","594763.417005669","558660.249070147","539538.735217309","506343.492627458","570376.340704106","280244.597281317","224015.850562034","309766.751201746","471573.253042178","570425.123359666","514745.711668674",
"P36269-1","4","4","73.41","2.6230054365417E-05","4.4333088131768","1","1","RegionalRec","RegionalPrim","Isoform 1 of Gamma-glutamyltransferase 5 OS=Homo sapiens GN=GGT5","7637.87036067082","8825.30681375543","13580.7624196246","7850.90457350389","9860.96875766573","9500.16044097843","2846.71757541879","70236.3514286084","11264.9941296491","16293.4697888746","4088.12396181549","4755.37887196774","29052.0656345324","35454.2830100303","10365.7835888761","4444.74053053239","10407.6828102812","12592.3693955413","10282.2344331267","5195.24670617873","36936.5737680535","17498.7318539338","8289.37067356182","6100.02162138068","22122.0135545128","33239.9575570188","13745.6771557346","13179.0854105903","259067.202867362","346069.002254104","36216.7889188216","34267.6300497165","5657.20093696976","4980.27957458036","44266.1836119806","69782.1128719947","29649.2860811178","26525.6691454168","39004.7302184807","38933.9761951056","26646.0588417843","30390.6735433247","10185.942655059","15810.1216369138","19811.30697399","20438.0223234465","77233.1475537042","73720.4074598353","371622.686119299","132447.149891347","33940.4570735029","26148.4661148033","7989.38910763446","12744.2646445762","69129.3484765887","68679.5003267839",
"Q9H2H0","6","6","58.19","2.92255755823811E-05","1.79630025538957","1","1","RegionalRec","RegionalPrim","CXXC-type zinc finger protein 4 OS=Homo sapiens GN=CXXC4","29970.587332238","45533.8630591001","45610.1251944806","57484.1976580831","96668.3945298163","77086.0905313402","27190.1632512183","99602.7741588261","73777.8853973945","63209.7039023578","57174.5085920437","52562.7584525375","47554.4840804704","60799.3209696113","70624.2094893052","65388.4077106759","58552.20781075","85148.1246284152","43025.1645484576","41435.6348667688","100765.649178412","67016.9869396433","65428.1433818459","41169.7678810103","41411.5036465927","64441.7562163664","86435.7577267746","110300.754163645","67088.2638886439","84492.1011062069","93534.3634440669","83390.7848085783","110762.66148594","106099.128965001","45719.1006536191","48019.4034006621","175554.173097425","125861.826463229","90982.8149865403","74578.6276959719","112154.860249059","103485.550309211","84382.1276647129","164639.657584143","144554.03144286","162072.239696538","242625.531712739","200380.127363259","306436.83138336","148858.597265455","67535.237146033","42286.3536350608","56870.3905809996","85410.9297740333","84620.3663958101","76699.57172467",
"P43487","5","5","61.87","3.11712240386175E-05","3.13057116842229","1","1","RegionalPrim","RegionalRec","Ran-specific GTPase-activating protein OS=Homo sapiens GN=RANBP1","71256.5286972658","104945.458173092","265664.246101021","403867.299667881","186941.20326068","184207.846364474","71796.7358890685","98982.8085625838","180160.319411186","146143.269470208","188074.116802602","236983.307039774","76177.2394717357","461704.607410684","896688.468314362","1022817.70447855","312136.409369709","248534.726832089","493090.223614486","553027.72199097","89255.3034251306","88908.3662687175","589550.131981417","533426.268454065","69641.2804349512","94905.2937767419","46261.3247112903","50403.2479125822","123563.122484889","134057.921462878","65010.7946449295","66790.0636304909","135664.243317391","103916.402945258","68511.405946963","102689.200323369","38190.8598885123","37118.2098383244","212993.691385364","165461.223129144","50288.9328741371","47631.8542778271","167547.299557621","126899.865147628","34295.2359451272","27032.7324026688","107110.656062583","90055.0530549504","40161.0980355428","87903.2531589711","86915.6180887789","84691.3595467714","55933.5962566072","76230.9411638977","62854.5001333697","81035.0645480586",
"Q5VYS8-1","22","22","153.62","3.44122582721651E-05","1.77273955476447","1","1","RegionalRec","RegionalPrim","Isoform 1 of Terminal uridylyltransferase 7 OS=Homo sapiens GN=ZCCHC6","823676.602253143","868500.474918403","716638.089726376","740346.964501061","1821353.15847908","2120363.41437484","521843.482346302","601073.69409994","949152.300386642","1013851.48339846","605368.919777258","860841.994884199","727646.745288005","930715.656466494","974105.403659503","1157201.10955492","673289.011649211","800337.057403514","510401.731585853","586784.076426007","573165.856176286","540564.709412239","944867.000612602","1244644.40712324","1412179.56767716","1351109.98023251","626315.790052191","845610.823294719","1146707.04083311","1316502.59373532","957102.011513234","729957.111926069","471152.229667231","439311.203552616","1028886.59215694","1252486.50375051","2004847.96645961","1483587.58115439","1675413.07494194","1491778.5692486","2233399.48874439","2647235.75879361","1495896.46788872","1283171.46223927","958925.195458403","1066145.75061042","4033093.00464814","3198289.82853574","1534090.96881333","1797675.15514367","2207626.02839844","1575482.6341453","2226605.16781761","2160262.54504842","1535873.250124","1327719.0093088",
"Q687X5-1","11","11","142.58","4.634334462017E-05","1.58202313861555","1","1","RegionalRec","RegionalPrim","Isoform 1 of Metalloreductase STEAP4 OS=Homo sapiens GN=STEAP4","737341.623184347","678855.345171931","586604.564170251","676203.378816618","335722.94913511","366648.294596638","163266.206027997","374189.059915554","596502.153901109","716180.699893453","550948.686819945","786627.200710208","493123.174633549","860734.086684284","520335.474302914","522419.84621279","558806.852725577","726350.336724686","217514.97052935","248326.671497714","395831.272775139","437644.122168683","610339.644768104","670978.809687978","372306.90730113","449584.861716995","385922.069822676","607417.279570906","1010746.31730473","1331162.84622986","919549.758049182","763738.053174553","762848.967877979","710486.46956229","601380.893487005","726219.161562019","1238071.4930846","1054448.56579188","915697.219429494","839244.196228533","918534.658253427","1332024.4623285","1423006.7806079","1235068.20454955","851204.367450097","780925.744538931","689546.100073488","626555.11961876","419675.375303726","570216.009632206","441751.883977676","363921.11739286","1036071.91760162","714212.686721722","443847.083922974","451304.842981669",
"Q9UBX1","11","11","150.24","5.6325887322739E-05","1.51336502781126","1","1","RegionalRec","RegionalPrim","Cathepsin F OS=Homo sapiens GN=CTSF","142491.645563854","115944.141639053","175910.406698992","159123.724639546","136705.557859259","130360.528660451","46470.0533978132","59859.4756947843","90705.2886531313","92923.6501063654","125653.494776003","171195.627928076","46916.0205701837","48881.9006030422","41258.3726739588","35970.2206868176","86777.8888607944","113269.954486827","76842.5057096861","77727.5270729186","84825.767060807","77480.4974133672","88349.9621177557","69592.1357595684","68560.7045995927","77771.1341897816","87466.6761308173","90857.3426093908","94484.5543646362","142580.564147023","214445.431760924","199226.538606535","250372.919745554","259067.473527078","101561.814740397","99598.8377479772","119611.538996031","108722.171702904","144615.951330539","142934.364091223","152113.980347677","186164.728737535","86007.6920289202","77025.2927575181","157459.541767325","205218.485353334","146240.91725342","126977.167381871","134877.937100868","99206.1071073738","122315.409904266","91916.22938279","117541.798990669","85868.4478964718","167533.331257472","131164.013413485",
"Q86UU5-1","7","7","83.21","5.83177179280803E-05","2.31300873570777","1","1","RegionalPrim","RegionalRec","Isoform 1 of Gametogenetin OS=Homo sapiens GN=GGN","153779.681436691","213874.08075758","185110.924439597","238790.441691925","363528.970856307","329331.126370585","447861.798402824","879111.388360594","419450.187255332","328539.409532333","482163.350676379","696394.542230187","215950.555064701","282307.526415257","269176.307930311","272623.692684658","419866.83689248","273650.498329881","88668.7157852581","67691.9139413669","1331010.77345012","1801822.15685188","359171.677047871","269143.425661293","457933.155445673","728953.203528653","270085.242890502","350309.372745104","139867.01778653","174714.715546181","236525.729298037","211535.000919896","313288.346008839","306323.028326124","227303.868365795","432503.749037661","124856.762017148","92472.4551360222","165628.247002791","164139.634933629","92543.2394184842","103944.717819751","110438.153699985","72750.5390520626","127060.837533236","137004.955504941","169102.329754043","153070.767454172","179982.085080867","165644.200352701","321198.470963079","257103.487289771","181540.395157753","219483.370389526","190827.474331725","202062.502243531",
"O60245-1","16","16","133.71","7.3438737331899E-05","1.98850445800877","1","1","RegionalRec","RegionalPrim","Isoform A of Protocadherin-7 OS=Homo sapiens GN=PCDH7","4304683.42215099","4962925.61800073","769380.587976756","877182.002275199","3750575.09650306","4905439.28131474","2540814.05535837","6165003.68350391","4612457.32850529","4450595.0739694","2171920.97238818","3564356.5237561","6287753.41133648","9246898.9419473","1216286.67690926","1450086.81466432","774911.635354798","866446.702664334","1057914.89267299","1276100.5489548","1626915.12361729","1424900.85903546","897364.740220979","1007821.90972625","2264114.17781466","3033423.69699028","3719455.10622425","4873060.41248777","6400431.96276165","6712401.25439509","18436852.7477679","12458355.5542065","3428763.36043501","3031655.71199417","2642144.13532015","2765357.40344343","4073636.14087616","4439531.06679063","4156650.66532495","3955761.60995324","5763142.86482216","8163297.4517935","2241597.70680127","2094154.35192177","3372048.3915146","3116650.45730399","3432166.94526503","2941578.79743912","14547719.5772245","11326761.5218252","8828824.31225742","7720811.02028121","3550037.97574475","4565354.6992476","7061642.69961886","6003487.0425506",
"Q96AY3","8","8","215.76","8.09254656115588E-05","1.97052794364446","1","1","RegionalPrim","RegionalRec","Peptidyl-prolyl cis-trans isomerase FKBP10 OS=Homo sapiens GN=FKBP10","331579.295493716","555384.221442204","272044.655659024","324979.531825529","510981.37755343","653714.368975008","1247844.57846951","2022911.33896347","698468.739368334","465724.524373921","706808.879886251","1156047.944245","374832.32397053","445577.6567178","657691.0161635","756319.514475683","724899.487969662","642735.763637164","206199.655615321","195059.798105605","601748.596878099","630262.882620275","321233.447883835","355757.863331369","685540.08703034","1399107.57905305","197470.098754307","269088.231061924","703127.923506466","854074.7229813","382352.559432568","321876.150604862","289010.05548591","291452.969731527","497866.279531459","897916.011692524","116786.102134546","117514.926725915","216975.680134809","213774.73329356","244809.290166861","289041.394620847","348191.061877717","268750.881645877","131427.538755865","101012.073638667","123988.450793888","118289.405657594","70065.6637636312","165038.166802351","622167.590557798","546803.007289648","222915.061070938","342696.98066199","122927.770105116","214350.070434387",
"Q5JR59-2","28","28","190.17","8.38758421245478E-05","1.73329578663965","1","1","RegionalRec","RegionalPrim","Isoform 1 of Microtubule-associated tumor suppressor candidate 2 OS=Homo sapiens GN=MTUS2","1572690.67937906","1523448.24549752","1652926.17463733","1552188.46313809","1374739.10790156","1327135.57752871","1344453.54954088","1154115.00253602","801148.004682018","882097.181685847","1069391.35801986","1909049.55229404","1130032.3835602","1570792.8160836","793434.55472972","567297.945582208","621816.243555677","703252.144396965","516761.062062286","512805.764298996","496412.116077137","454686.136380953","651392.776602345","729276.543263134","1277347.18626236","953205.94666348","978336.629507289","1318817.87484629","1364775.98907666","1536892.51423023","3373904.46485585","2257062.22293861","846571.808060837","762785.26600077","1200085.96780409","1267156.12719953","1465643.86955832","1247522.68006012","1079576.19353937","986937.867945182","3222871.8676705","4437580.46394207","1087364.69264378","923915.062641689","1491281.28177624","1583763.41952715","4362629.13908292","3338917.07092413","1606240.36182164","1627494.99881018","2206368.93718447","1803645.30474628","1717392.93240327","1810698.25261475","1356650.31822961","1060854.02158438",
"O60245-3","18","18","152.3","9.72846248944448E-05","2.35818070912014","1","1","RegionalRec","RegionalPrim","Isoform C of Protocadherin-7 OS=Homo sapiens GN=PCDH7","854772.327655203","810475.9789218","659077.367890846","762214.24585197","1231159.33839403","1368436.53856312","453570.376449241","3089840.92337975","787602.008105007","842473.455352744","985806.813754807","1560343.41405508","881408.34854856","1285077.58756832","343847.576528927","377165.614769266","637013.22328612","733802.590032847","993029.937309517","1193561.81953233","1347965.54344769","1167508.69356931","857022.628275371","979119.194249495","860586.749849555","867090.254988816","762635.708540807","980680.346064467","1433335.47500843","1642868.97086128","2427061.66294625","1873476.27935813","2537018.26015345","2205635.73806791","812928.828792253","1058671.62479421","1496971.04512729","1320964.30530937","2444989.33156198","2275914.11415164","1544075.33936007","2221612.40915642","731534.079681373","728301.294443204","1663173.78297428","1789793.3227268","1257020.54813829","1107963.98297024","14296485.4165325","10868522.5726419","1419278.21066603","1134551.28181601","1500509.92679223","1375528.81228593","1058106.39954288","1032322.33021169",
"Q9UK55","10","10","65.82","0.000103540007082126","2.22007750512035","1","1","RegionalPrim","RegionalRec","Protein Z-dependent protease inhibitor OS=Homo sapiens GN=SERPINA10","2039016.65699916","2323166.44580703","2765202.80861023","2707827.98025345","5004904.32792071","6765798.1949992","4638526.15687894","2932214.36556968","4164185.46377867","3408278.83544964","3867161.6893834","6700010.55408712","2768078.80602014","4827726.08334637","899620.085431691","873715.9692796","1718758.88500415","1226216.13377512","423978.332230476","496036.087311479","1981681.42508431","2429432.91291071","1011803.98411344","843007.447338659","2590265.69812142","3067396.0886923","1898547.65619692","2593605.72577864","517716.253165872","808611.917109481","1031828.35238378","901234.434055219","634106.392490375","575065.53423396","1251580.27731687","1758783.70904338","1569798.71829462","1029635.84733448","1869250.53091662","1701571.1365054","911555.89216491","1371922.46340553","454067.573384851","435560.6889409","2663006.02283761","3203398.07497606","1386538.46120582","1147859.8674268","361600.642170679","499746.741014188","2288319.58510078","1782521.67154323","1416986.66467416","1454162.76993408","884716.832444308","757086.204836741",
"Q15154-1","43","43","255.05","0.000107641010510751","1.72383810357498","1","1","RegionalRec","RegionalPrim","Isoform 1 of Pericentriolar material 1 protein OS=Homo sapiens GN=PCM1","810096.86600961","780190.843119074","821116.908634418","861807.227567936","1715230.49308153","1938929.0658933","753067.096150003","684302.382730745","621549.522651069","648628.232021361","1689102.40297337","1511494.46072903","562903.714344805","666462.16716494","601552.954772212","664529.492673931","805445.29825232","823341.075772078","1575275.66203775","1826277.00579695","771514.900175819","781654.528114222","1180418.61921702","1119714.29245816","945921.967791785","1039356.68380914","1198013.56929074","1582207.14865871","1163274.59480575","1337129.92878927","2833257.86054985","2179886.5779587","3071877.28426729","2573989.87294446","1058320.79623599","1090499.52942058","1303559.0581918","1109289.78229819","5026095.8699782","3787797.45282817","1880171.41695568","2480696.20912195","993409.437056039","1244874.6116561","1117792.1510734","1193622.89998073","1820548.90556151","1822725.16833234","730626.201428302","570810.767726303","1847280.67734746","1180846.31283614","1317878.44644027","1071928.9115392","2177306.11767624","1971511.68085344",
