"","","","","","","","","","","","Normalized abundance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"","","","","","","","","","","","Primary","","","","","","","","","","","","","","","","","","","","","","","","","","Metastases","","","","","","","","","","","","","","","","","","","","","",
"Accession","Peptide count","Peptides used for quantitation","Confidence score","Anova (p)","Max fold change","Fractions","Occurrences","Highest mean condition","Lowest mean condition","Description","120907_Emila_7288_01","120907_Emila_7288excl_02","120907_Emila_6404_01","120907_Emila_6404excl_02","120907_Emila_7706_01","120907_Emila_7706excl_02","120907_Emila_8209_01","120907_Emila_8209excl_02","120907_Emila_10719_01","120907_Emila_10719excl_02","120907_Emila_9724excl_02","120912_Emila_9724_01","120907_Emila_12676excl_02","120913_Emila_12676_01","120907_Emila_9137_01","120907_Emila_9137_01_120922035105","120907_Emila_13869excl_02","120911_Emila_13869_01","120907_Emila_8009_01","120907_Emila_8009excl_02","120907_Emila_11952_01","120907_Emila_11952excl_02","120907_Emila_5815_01","120907_Emila_5815excl_02","120907_Emila_9914excl_02","120912_Emila_9914_01","120907_Emila_8674_01","120907_Emila_8674excl_02","120907_Emila_8289_01","120907_Emila_8289excl_02","120907_Emila_11117_01","120907_Emila_11117excl_02","120907_Emila_16521_01","120907_Emila_16521excl_02","120907_Emila_10350_01","120907_Emila_10350excl_02","120907_Emila_15494_01","120907_Emila_15494excl_02","120907_Emila_15495_01","120907_Emila_15495excl_02","120907_Emila_15073excl_02","120912_Emila_15073_01","120907_Emila_13203_01","120913_Emila_13203_01","120907_Emila_11934excl_02","120911_Emila_11934_01","120907_Emila_21512_01","120913_Emila_21512_01",
"Q96H12","4","4","58.02","0.000176801530546111","1.72058873933989","1","1","Primary","Metastases","Myb/SANT-like DNA-binding domain-containing protein 3 OS=Homo sapiens GN=MSANTD3","119328.262203077","115504.005558378","323852.213695525","228241.62916283","118212.968480377","207013.011968326","171449.242559616","144445.228962285","96656.0175488729","188437.209382419","141005.84331632","94267.3313563848","100337.773268172","137542.355084434","167052.11329075","172679.711986755","140548.606966661","177249.16199659","69284.6184851619","175524.870215661","227654.190269375","207829.566239673","73371.8440862518","79213.9741252531","56991.3613626692","62119.7348763707","65507.3361682593","76099.3334220386","115547.791866469","90874.8867096538","107282.088970655","154991.457643884","28412.4588120203","25072.9632819283","121419.430328361","96350.8919064534","141334.92656212","145232.710742667","106743.451890306","106347.359562134","41352.5466814706","45111.9709110182","53636.4290610542","53747.9772675412","100434.117395649","85560.3188602818","54377.8515662284","51272.5336447898",
"Q8TDR0-1","20","20","123.94","0.000220981494245098","4.17224407402916","1","1","Primary","Metastases","Isoform 1 of TRAF3-interacting protein 1 OS=Homo sapiens GN=TRAF3IP1","210268.664779871","295972.215194775","10801010.7336336","7760514.9575954","2065561.95406122","2715652.55005332","3258424.03196624","3396449.24008434","2387091.60069121","2926097.43386354","991427.560705116","914043.003943029","870047.74952147","1043434.8545562","924733.388720989","1008477.40582656","858520.573315587","1129266.03619988","2321711.18444354","2892963.51675147","9753719.67730152","9480424.61590333","212810.511625971","226282.415358798","1346865.24653185","1377545.88866106","254394.433334551","218246.832721951","485736.326381674","297877.008093627","409645.594595769","415260.617863296","279840.51857229","415600.783125641","368613.807786749","258195.930820722","449483.142546775","502210.934050442","216183.388309151","212882.474912413","700522.530420781","692740.466556715","1688728.891006","1665437.86199329","1672266.60259434","1631456.05397269","923263.440055408","674937.880064421",
"O14786-1","11","11","136.81","0.000227064421048917","3.30107052424093","1","1","Primary","Metastases","Isoform 1 of Neuropilin-1 OS=Homo sapiens GN=NRP1","287510.297213999","518150.397950008","12507499.7266458","8942731.50114226","2073712.73793703","2984502.84350111","3447986.90311309","3817497.76444964","2854842.64297096","3692077.95195748","1761732.72472036","1827063.93700862","1115645.83982063","1448853.39337168","1093931.88209401","1054589.52281034","1049061.20124492","1942739.87329559","2591019.20978279","3356926.31742343","11258027.1606649","10956170.0844708","518287.246477507","550674.610244054","2429120.49981029","2384792.57660917","636288.498999575","522688.005880167","541252.972940022","558411.162123977","324643.830800385","401451.080860285","200819.017448616","164101.539790948","557284.451455393","625214.671869123","797765.486746638","899681.024167835","542435.892766648","834912.259751841","959373.205757321","948212.852922377","1938526.59451323","1952494.85218716","3097345.3063457","3209998.00065052","779539.105071914","1670921.35044725",
"O60449-2","24","24","344.07","0.00022977756509357","2.25211460630516","1","1","Primary","Metastases","Isoform 2 of Lymphocyte antigen 75 OS=Homo sapiens GN=LY75","796728.344481177","1039227.04373242","13713400.9928907","10077634.826009","2398954.93239119","3364636.08176169","3721127.01397305","4192605.19278748","3687975.04358659","4615008.87722289","3902057.62095498","3514312.88146037","2630808.33748036","3465588.08735295","2906493.71813153","3176318.52633393","2363395.19509954","3500840.40978701","2903112.17513396","3832042.09898305","12803059.9891311","12889457.3765759","1901348.61585263","1973171.43911705","3054443.59969956","3057513.2089523","965158.873433013","892398.583813145","1898479.38032388","1958243.71791633","1350642.17073317","1334004.0622112","743764.997491973","1753673.53114302","1648214.46241074","1609824.59316408","2093667.34859087","2317996.35901189","1302871.10035551","1767101.99193792","1516895.29846813","1499294.9983917","2634239.46389568","2798353.04938698","4518730.65453587","4131678.89288179","2145572.65388542","2507267.14603777",
"P49908","5","5","120.29","0.000233852833826376","2.29378197280734","1","1","Metastases","Primary","Selenoprotein P OS=Homo sapiens GN=SEPP1","45665.2968186773","44717.4246546378","34383.3244105018","26211.9892017915","17671.1223381162","11510.4401316879","21535.5311688056","20697.2184217329","34783.2318854096","57812.6522605027","105177.493452277","85034.0273253682","32038.271465939","28727.900479309","36420.0390815668","34224.9666424782","34709.4533186022","36889.148688164","21191.7112040083","27092.0012735243","25438.2651982162","22146.8474801797","15567.1097198206","21624.3377837127","59209.7725894308","74391.1468710422","23513.7195740698","24339.3171408199","78102.4060620809","70091.0235976354","24325.4837009615","26138.2893198265","15164.6122935906","23608.5185886153","103305.863807689","107450.97543987","96232.8386448125","113880.716060699","174441.685554516","188260.633833157","116051.816987684","112545.666158531","112716.199255428","123418.080493861","137069.173784775","105139.801905774","51284.7108830629","65037.683406666",
"Q96SZ4-1","4","4","23.74","0.00025353597333555","1.91054018337738","1","1","Primary","Metastases","Isoform 1 of Zinc finger and SCAN domain-containing protein 10 OS=Homo sapiens GN=ZSCAN10","52851.8185737773","50532.5345758418","125331.884832339","133705.718260194","60598.933800834","76362.0608063625","88256.271721605","69598.3082890101","158417.955704827","276724.266401873","82348.8535036252","65608.8240058798","58483.7860427837","49750.5100914716","303853.012056943","350843.096970066","83926.4643304142","112863.831558095","139593.198775505","149367.318818088","105892.468247102","133263.750912855","70239.5436777925","86995.9712820553","142208.891071603","164305.390733583","58798.5215529495","70019.9410112383","95052.3469059587","79838.7708163224","57340.4013686601","83670.7649487113","127224.399817306","86210.333126222","31981.4986285174","33533.1398753989","73149.9569858516","88854.7406928233","84328.4540946351","123357.48814237","43554.7802895693","41854.1986192613","21977.7499057732","19785.9230099866","61066.8414468443","51328.4834722657","36964.5017999363","43769.43096927",
"P49458-1","1","1","2.47","0.000262077105412928","2.56464221188627","1","1","Metastases","Primary","Isoform 1 of Signal recognition particle 9 kDa protein OS=Homo sapiens GN=SRP9","59042.9827595322","96033.4257241655","69767.3053843139","78784.3496717762","16837.4140661388","23579.9967095861","21490.6198561516","12051.1923734553","22653.8559371293","29614.2991885496","58539.3961718698","64928.5619384425","55938.3975992574","54685.1152105811","58123.0504086946","52540.7137280616","25775.8734420662","33665.0513734882","41559.3153283889","58059.1474512424","48480.0825407408","59616.2472199104","54455.016280625","72544.7299133295","28582.6214452873","42843.0904790145","60821.1536276225","63851.7534361776","211179.864676654","167280.000857515","41215.7185680947","53217.5667937533","32798.9559820461","23944.7243061065","129232.971912501","74167.9555622994","88452.0458227567","91945.8263126134","118529.889382661","121854.761750168","259483.714224051","291090.413148702","153801.159111018","166262.344466146","242370.233071548","252719.75701019","20652.3287331912","26444.7170084617",
"P02671-1","15","15","107.12","0.000265412191339243","2.46961361637066","1","1","Metastases","Primary","Isoform 1 of Fibrinogen alpha chain OS=Homo sapiens GN=FGA","297054.788124094","467173.039144971","62997.0451548738","76914.3050102015","25449.420447754","56797.6486882981","58692.8347443443","53846.9719262677","69099.6173614718","83700.8266464181","149705.061601328","150555.259382562","133303.762444232","120752.415961088","157099.055233092","160262.395933033","117552.665102644","138463.439455308","110080.836654702","113612.880536789","56250.6542572516","77458.8152490403","143353.385499973","287212.165768599","237759.721329687","257174.500818853","147455.777385018","177723.104308288","766303.303024639","951857.085106243","96675.0234352868","100451.221246472","56110.6256024935","72896.4932294372","292031.548740991","253706.772792135","161685.265521936","237734.343149097","425082.86904565","593692.965363225","414745.889580427","470486.461210568","613832.73847317","604502.549369683","484720.455008444","431096.929299453","158743.167385192","141524.192771413",
"Q9BSJ5-1","10","10","52.15","0.000285370355294412","3.53636375899461","1","1","Metastases","Primary","Isoform 1 of Uncharacterized protein C17orf80 OS=Homo sapiens GN=C17orf80","139736.428686554","126773.97179211","338246.248048458","214246.86382304","40739.0838809181","140933.904852486","65029.2531384269","59165.83590651","65616.2294946422","82830.1472267204","128284.216360264","120195.982204224","136926.753944114","145157.387687949","111260.168478646","108417.649880041","51731.3188421701","58802.2660351746","85513.6747452549","80535.201699363","185000.678985118","215759.202841441","77032.4746726601","74441.9341636794","91129.7705773745","99033.5217063142","44870.2209822858","47268.2884981472","368142.957575212","377693.242042852","738809.947142627","638469.894286168","86457.2649316402","69589.3049454734","509974.661203259","574127.687769338","348219.713389116","357135.550196545","158289.439246269","227773.92499944","779412.635621878","702012.87323711","429288.026537216","382154.388948321","1031263.28154552","1142936.32362683","53896.7418854736","36430.3009670884",
"P69905","7","7","252.4","0.000351876919020611","3.14074237243656","1","1","Metastases","Primary","Hemoglobin subunit alpha OS=Homo sapiens GN=HBA1","162710.908748382","174652.41847728","274095.443881114","153769.073361252","40644.8279510384","58829.4910429213","98555.6712321824","92413.9606841653","83601.4517541039","146100.338943621","193197.596925693","186131.53386488","393037.096349439","403469.641368039","257948.120382943","260689.536990136","179250.759202936","329684.355630999","75102.917756592","85595.2171891136","327072.011324733","270596.107833399","285592.121090547","257277.470312289","121546.367092128","102385.581291305","132641.74747691","114933.729485711","1348384.16251494","1258106.15620487","470677.520155399","548261.027141756","65276.0602245768","117832.907862362","844944.432903623","1117249.62491912","189258.788682828","191839.182442847","146000.801518531","177041.008600682","1421953.53275351","1264829.28474482","613872.71217283","871428.980045136","976525.037526873","976638.770585526","214825.568659156","262308.049190264",
"P35222-1","2","2","20.91","0.000422305606258","1.93926224500491","1","1","Metastases","Primary","Isoform 1 of Catenin beta-1 OS=Homo sapiens GN=CTNNB1","2722.58569750064","995.445008035423","465.234417194499","776.969686500365","1127.03917889025","167.493609676255","1864.93349898388","714.862151636359","729.70045317655","2520.0700145747","2222.81226731615","2824.3347125421","1209.60330064136","1488.25402748145","1570.52470617629","2005.10145504132","925.83028502955","362.706760965089","2084.67965146088","176.758435248754","1262.37829469181","445.082322127006","2904.66836928903","1373.5651735317","2314.97809748858","2265.47105015318","2085.93201427953","1263.45666142711","4475.93619467769","7059.36535396758","2530.24932956708","1848.72657392762","2556.30968033303","1973.18480657286","3005.0888301913","3411.15056477562","2970.27561681673","1964.94417785189","1121.90808704282","2235.6609344371","2341.96119120667","2342.94230119024","5071.08127125152","5239.22130297939","2190.03513869285","3924.38816587641","1187.19852204744","769.860834551383",
"Q9UKA9-1","5","5","68.04","0.000484015625095813","1.9121185626372","1","1","Metastases","Primary","Isoform 1 of Polypyrimidine tract-binding protein 2 OS=Homo sapiens GN=PTBP2","29050.9328577276","52867.7417463844","60492.1202725821","52498.2443943113","8195.19323797361","12017.7457662009","35482.6001041241","20527.0657106986","26443.477166789","40767.6704132776","55219.7480045912","45734.7517306679","19203.1974718574","17468.0644288576","22751.4909662886","24986.0612577429","32595.7133514","45213.8482726595","23794.3883015877","18159.9333513638","27072.1144163452","45387.1741897068","33060.7373650643","26686.9795607632","50689.1449418946","48736.9866710604","17577.7002553289","19182.8961393755","94234.8929121849","91990.7901226723","22955.090314415","92218.3510464361","66643.2276895012","43030.5541510134","51334.3880867542","45795.0255223954","41713.8016499998","60871.9430157433","144838.855574094","189645.687130879","48523.129080816","57699.7757583879","71925.2511264305","81964.5398017313","45049.631032843","53921.7794645545","37317.9449138619","37434.7640490111",
"Q6N043-4","15","15","142.62","0.000540334558953526","2.63044237996431","1","1","Metastases","Primary","Isoform 4 of Zinc finger protein 280D OS=Homo sapiens GN=ZNF280D","322630.035869738","389076.777126058","499623.121828432","411818.346868409","223918.145106337","270828.368811207","236058.478212093","264299.086208681","331823.193940813","352170.836001717","705606.268532265","532545.755651999","186784.863811669","191631.927483448","515523.525472975","523004.762397979","278194.032286338","478474.637297811","311941.583622957","347725.043009944","643583.223622439","662339.974149997","460910.364128452","520435.779217519","344547.345683252","414256.359524056","598600.732283521","477156.150420434","1063477.57412108","823451.288159553","473012.463309574","587166.720123443","282210.514511601","234332.502493686","2193516.1182827","1944305.04205203","779627.78470227","803125.865813053","310066.206275328","325440.367708883","2732133.90581683","2772841.33539911","1409735.96719966","1345565.90238045","1850782.53860003","1795306.62159553","161795.326936456","228204.840700825",
"Q5VUA4-1","20","20","91.7","0.000549551491765943","2.35870736908823","1","1","Primary","Metastases","Isoform 1 of Zinc finger protein 318 OS=Homo sapiens GN=ZNF318","591970.924060854","717696.515772695","7400881.15906823","5506244.11092588","826196.814816276","886692.612076683","847944.904449662","930441.318006486","1010540.98634681","1622832.30222572","1209664.68350449","1156150.14631904","1131586.23426016","1573947.24849316","3762142.91202922","3549294.37388953","1874306.22920684","3284571.66617427","738888.941018483","938575.224858069","5423227.01499349","4423566.27035073","1617715.53128788","1389345.14134336","1052177.67711046","1464661.61910753","1190255.35824111","1176287.00940571","989053.722725175","1003084.8388791","261540.383426308","449980.57191415","1021712.68950089","876538.718331661","661612.031539243","640121.938318369","1073151.28573065","1125616.6705332","585880.27781697","718173.331452695","1186561.99101331","1261102.74778155","948001.050234206","812886.407100608","788806.501341805","934253.675771939","913398.311024583","1087815.85342592",
"P30504","4","4","168.42","0.000553430769880126","3.37743601494847","1","1","Metastases","Primary","HLA class I histocompatibility antigen, Cw-4 alpha chain OS=Homo sapiens GN=HLA-C","193705.428719439","198790.07318525","129785.839200334","96989.452436887","20338.7156332728","22064.3469415682","46169.872098839","40137.6933376818","17543.1283706932","27658.9889608861","57717.9446736109","63190.2836758976","223630.303334303","270724.797673889","53078.9050316089","51544.4202771452","29367.5627193854","27977.8083838683","147679.549576028","108700.462592018","134827.788589743","127746.668260468","203412.644435859","183046.037191433","178753.026859883","139518.215238773","139245.581087536","181467.756436663","320299.825776876","330781.804775241","923960.942149083","1043627.19609103","59607.2637768106","98174.2226594448","109045.159487652","71324.8588181651","124889.978293427","131907.368970865","92444.4495772063","71784.9460119023","344818.02122272","360939.868536079","1217328.1595033","1393450.88209839","368898.774621997","377147.726044236","185531.164021732","38388.056218907",
"Q15154-1","43","43","255.05","0.000637338862208292","2.01036464892801","1","1","Metastases","Primary","Isoform 1 of Pericentriolar material 1 protein OS=Homo sapiens GN=PCM1","582600.003144975","739839.10017665","762199.918241598","603850.494242486","447634.718072494","350668.659796275","513163.087312487","374776.133393672","1282622.33656274","1580951.72025919","713428.860049967","682424.178646609","708264.851269781","619176.514940519","795770.209049565","711781.203266285","569254.615965367","796241.334936019","563488.667667862","529522.386721166","640881.812052213","661908.252980367","476661.374818361","448606.869914665","834219.321261516","972698.258062828","884172.646622038","865469.118962743","1406308.55587191","1198421.23193509","496776.468985215","486715.363240586","473719.849888899","391421.958262694","1249974.1025027","879048.430229921","791248.449096984","839987.053882737","962343.536842277","965382.14777351","4051728.17379736","4513642.58304297","2255607.94642238","2320025.73418733","1832917.37965737","1721193.25922275","753654.734564797","1216080.34192549",
"Q9BSJ5-2","10","10","65.21","0.000692137166212747","3.26754352831669","1","1","Metastases","Primary","Isoform 2 of Uncharacterized protein C17orf80 OS=Homo sapiens GN=C17orf80","139316.186652859","125916.013690673","335744.08897606","213425.253863071","40372.6308914548","141264.201117623","65029.2531384269","58344.3333786567","64063.3872577392","82867.6470759903","144324.945082753","129271.938496391","142503.707453017","144248.837523288","111664.60902562","107927.232007938","56618.5840304232","60233.3256796446","85378.9896221447","80167.2613372473","184133.106128642","215419.736309815","75677.4317227754","74855.8774386818","199209.282019674","234235.700302709","44584.9368454742","46912.1355338488","367649.454658629","378027.990291639","737606.658903479","638345.637920921","87049.1516695623","71318.2784177693","508223.59642246","573855.026697473","343867.519264957","356787.270846619","157912.307315912","227303.929792075","781849.764283871","699385.40998186","430522.297221197","385565.603442943","1059592.00599616","1161873.41459815","62213.0660202776","37310.0680451261",
"P19474-1","5","5","19.5","0.000749795432955391","1.56411213338064","1","1","Metastases","Primary","Isoform 1 of E3 ubiquitin-protein ligase TRIM21 OS=Homo sapiens GN=TRIM21","234024.691229914","271484.20555106","209232.261717327","171358.762913468","226015.374078741","181664.091333088","164970.329761044","195015.97527395","299497.082208893","300624.962989963","556194.790845949","425327.876676121","373268.477823247","226929.96691856","205737.925972756","250589.744989464","342751.391322471","440816.637427678","240755.356722018","270632.700443915","165514.362618981","148554.353590449","329957.479080093","325421.877803004","474811.490969774","497460.044904993","242374.399998975","226161.119438416","519660.831873165","490531.27088918","206697.252515112","156814.53172646","191407.45209335","397692.758669163","490868.789019833","443814.352421415","359655.669599398","351786.391891232","639183.921226716","686502.032695714","490512.345175042","449644.077724831","706740.125687901","760939.373944028","588818.51622263","487510.600580936","598611.716674341","478036.381152381",
"P61457","3","3","4.42","0.000783519464715776","6.03708317464462","1","1","Primary","Metastases","Pterin-4-alpha-carbinolamine dehydratase OS=Homo sapiens GN=PCBD1","14296.8241855117","15370.2153102045","413593.117830009","442366.910569692","15218.648672559","31582.0559043623","16593.6452747931","17881.9324792503","20306.213285044","15124.1723215729","447318.768741659","436487.098665409","52603.0590526412","54027.7025770696","325521.533720303","334926.058477231","50079.0592015834","67919.8091685708","93178.3698216796","185128.901149533","189469.923418901","409526.258948083","20429.2055220009","18255.1721171798","11423.7869638923","12056.9784180421","9669.19563879121","15499.9557428404","22517.0840453762","27145.7727943728","24903.1122395552","81059.1241465216","7793.0032585538","8452.82497524751","20029.0646633362","20354.4707277712","16360.0185455242","17225.472254146","12142.2769011755","19304.2630857211","11732.6357154899","13060.9908017306","53694.7707396759","51842.6005623074","33106.5600564838","34404.3978999961","11106.8001815274","8682.9801170738",
"P04004","3","3","73.01","0.00122988436599603","2.04015167498549","1","1","Metastases","Primary","Vitronectin OS=Homo sapiens GN=VTN","15045.6436595886","31561.1939966088","2917.37769648524","7652.83936378437","7283.50921605203","9254.81268497666","4105.91775721312","3335.12953632372","8601.68268048821","3218.15675464712","76328.0286252196","64620.3387824784","13907.6182213961","7126.33778046138","9169.24838409647","9641.14827215738","6631.07748574786","7375.93337680388","7572.4341229089","11118.7958512107","5139.02175160151","4658.16857297696","10047.0519530735","23534.8117287432","30461.6966626288","36121.7484021994","8553.54422646189","20716.1389357042","12540.5690447314","9952.89432116027","13382.5029555423","7599.87365324699","9810.44063131191","37788.8093637203","26873.4795081947","18318.3769931372","21048.4680069247","28853.6469303127","30478.0947938772","39131.1507379031","48002.1161020905","54137.3972092751","123492.71564657","117288.913052139","32807.6753194849","26247.6179541576","21375.1370151297","10475.6509060459",
