Accession	STZ_3_G	STZ_4_G	STZ_6_G	STZ_9_G	STZ_10_G	STZ_12_G	STZ_27_G	STZ_15_G	STZ_20_G	STZ_24_G	STZ_30_G	STZ_32_G
P30204	NA	11.5690446460494	13.5682612415912	13.3994177942041	12.9529163131275	14.0403099557673	10.9952335918625	14.4515653570444	11.6554579016029	14.644266466427	12.7109795908066	13.0219261290392
A2AQN5	16.239424346956	16.5873623885236	11.471666798101	15.7561515824424	11.0765688516959	10.1456167738028	10.9968501598263	15.8285098440257	13.1720150396687	12.532812100537	13.11812678132	10.3775596841604
Q9QWR8	10.4434721239379	10.1347039174825	11.3039371704486	11.2184452114819	10.2402769463295	11.7705837257617	11.9541674632577	8.82680430531797	12.4290834026967	12.6854625107714	12.37701217878	14.9671471370035
Q4KML9	9.50078101447193	14.3182901873577	15.2906378960778	14.1791704122311	11.6567912889079	15.0219527545067	16.3034163937108	NA	15.3550355333964	14.5555238047695	13.9986067083089	16.7904438359593
Q3USS3	14.205379882712	12.2726330914821	11.0262521223445	12.5147184969305	11.3465974343622	12.9582312319824	NA	9.25551986854674	11.5041889667677	9.10917055736543	12.7905188806637	14.0004442375632
Q9JHJ3	16.9219726265135	16.5657070986593	17.0262194020199	16.4092578622496	15.2564676660963	17.7805872418341	16.9998311354397	12.3964415160241	16.0559513818701	14.8043084435843	15.8869565980653	16.7910052286789
P63038	7.71824932749811	11.4922666627165	13.1982344319353	12.6675812032474	12.8751820418277	10.8654745440009	11.9634522939756	10.8447911063702	10.1215907193767	9.13270969628339	13.2100132614114	NA
A8DUQ1	16.1480562996449	14.9357128510918	11.1345302264959	14.1653521233029	11.731254389126	11.4849183988468	12.344764376023	14.6232635336635	12.0907096023576	12.999776488301	12.4851014989947	12.3130961326905
E0CXN0	12.0118064176656	8.90929204435352	8.51120806584933	8.47413173825756	NA	10.5237881541734	9.91785038583895	8.82978400274608	11.7198525958872	9.50419877559337	10.2016319822823	12.5909823278969
Q08460-4	NA	15.9856685536129	7.67171978507608	13.4746475669683	10.2374886797442	NA	13.4779710887041	8.09620202275687	1.56962578073699	NA	9.20256509792843	NA
Q8R4Q3	15.9638911081829	14.6406095791146	12.5075064914277	13.4622023883026	11.6941230176156	14.7158090269444	15.1655002260773	10.8342052418521	12.4833860598175	13.1193444607955	14.3511181121664	16.0304383963477
Q7TPZ1	15.1403511789684	13.8599145189575	14.1231526710584	14.2924490774741	14.1727931140326	13.575159495263	13.6395126562132	15.7528952536455	14.4695294050162	14.6534479361467	13.8382813587	15.4270278070129
Q9DAW9	12.9244476207405	10.2543086227607	14.6505005155779	NA	11.5538692997527	13.5809121607388	14.1414155776692	NA	14.7388650410629	12.3629301544035	13.3790010901649	15.2796180298775
Q8BRF7	18.32579085827	16.4243317931382	16.1143217066063	15.9552362649141	17.3636810760429	16.5176430314214	17.2699963446914	18.3352483770362	17.3579013400308	18.3644311059989	16.5166863752453	17.8225857432886
Q9DB77	9.75671541110863	14.2293212663445	14.1470796329391	12.4677132046274	15.4174477253052	13.3242256149375	14.0456666663042	10.6894789615261	11.5052039711524	15.4216209867161	13.222431791027	13.0185041035189
Q9DAU1	13.8976636304427	9.98908428082751	17.0704165596332	15.5105911715928	13.6517330156796	17.5809636216095	11.654484965943	13.1056901969101	11.2331562495666	11.6042059382066	15.4397246578712	14.4440138668401
P70699	16.5148499768995	17.3676564322695	18.8158086493734	18.312309025592	17.8597273103144	18.6615904015307	18.8605454905106	18.4653365877319	18.6327165217969	18.2478764230597	18.2797013693374	19.1107974670174
Q8CHW5	15.1900270711814	14.5233157466285	12.4768129909174	13.5589743806639	14.5687388918287	13.3159304619658	13.9307819887377	17.2945026411508	17.3759740288573	14.6823033148179	13.7172632782687	14.3256744852361
Q922Q7	12.2807240029778	13.6568477585078	13.749515631081	14.6054908748158	14.6978149006053	13.0166644565744	13.2621258671234	14.5960959521175	12.98745113448	14.6918837252786	13.9675124017673	13.2995556862363
Q80XK6	12.0455886584329	14.172651815636	7.24696901310419	12.9712719480532	3.16478860033901	7.50486602631387	NA	12.0090627132305	1.60959683216956	6.27751964000282	10.1258022151514	7.70693168554651
Q9R0H5	17.2967291039591	15.5632325952491	14.941865331494	15.731717168796	16.2401795985607	15.440636708804	15.7290489103467	16.5293125518033	16.6783729101324	16.134806402228	15.3774921016948	15.6464818776615
Q9JK98	17.4871452998274	10.6940621186013	16.263430174636	15.339425332295	11.1461444745503	17.8366343944009	16.3546097010224	11.4983663784405	13.6192171323439	12.307168028589	17.4256209969832	17.4287339875036
P56480	23.9870388506742	23.1134498465857	19.431440755945	22.6399966242482	19.8206512205137	17.7967822718179	18.7858973689785	21.1031017642946	19.4792594488687	19.4055846836267	20.8052890322301	18.0697165902345
Q3TNC8	14.9803169813134	16.6067474503079	19.1619962180789	17.6556124723533	17.5685741473352	18.235095351283	17.5129980236455	17.4926340868124	18.0763473039426	16.175960549849	18.3530441868265	16.9403516825584
P52503	18.2231271896282	17.1490753720839	15.0117557940655	16.5332611454838	17.073129813323	16.267053218999	15.8812494788938	17.8843694081785	16.3850822392983	15.6804643147758	15.0732361554346	16.7975834446717
P37804	15.7111100719076	15.8368021048271	15.3988388688294	14.7020041437861	12.6168051211136	17.2352643750161	17.1400472987753	10.4913763434421	16.7271647475896	12.5944485221161	15.1562751082323	13.3691190918083
P50446	13.9737277692597	12.1596078693043	13.1454306271898	14.0374396493382	14.4131605312836	13.3368217125157	11.3180494515888	15.8130959700905	12.3300610424478	12.8205725388069	14.5374684771753	13.0300342554259
Q80XL6	12.5569723688355	14.3109268527438	11.9034961779452	12.3985664831364	12.8204925791937	12.219516196086	12.2286609223037	13.2013989319348	17.085994293103	14.1198960677114	12.8506282839145	12.3206321360186
Q3UJV1	10.9411372580851	12.9539125496552	13.0048711115354	12.4352087913797	13.4444838655768	11.2422492575799	11.7364160027037	12.5673826697641	12.5185753745586	12.1847197593848	12.1713623031144	11.0755272797294
Q3U1X8	17.6841063657506	16.5689133636236	14.4637149665422	14.7545907015032	15.9911355501054	17.2379230977862	14.6277104099165	16.5678300122611	13.1105060297728	16.1698921157387	14.7407817418828	14.9507557317499
Q3TU20	NA	10.2297217712759	8.89625883885635	10.1412703820452	NA	NA	NA	NA	13.7117801361319	8.17121316447362	9.35557153179364	9.47554546671867
G3UXX3	11.026188827748	8.38413389139977	8.4542116878495	9.94115580602243	10.5388848631797	10.66707259	9.80981922686028	NA	14.4545937029194	9.04784603652459	10.1294042705885	13.7058801531902
Q3UJW9	14.6467576274135	16.7260441522908	17.1739622765322	17.2141194954103	17.4116757714223	15.5322064497644	15.4694475715742	15.5161828107125	15.2883211656373	14.4372002086218	15.8404381291725	12.6634301324363
Q99K60	8.21816504140628	8.37164812593554	11.1564175606303	NA	8.478009686972	10.783493686091	8.83399370186423	NA	11.899660095383	7.90444514289312	12.5929787099778	15.5415910795544
P10649	17.4708279458108	19.6799734013443	11.7771301893989	14.7426560060137	10.5758652435124	13.2664604703626	14.0949193815172	14.3825117807495	15.9534703594009	10.9719164844725	14.2267870404137	12.5079346264812
E9PWG4	12.2272603261104	13.1819584428719	14.7848160875014	13.5653734857074	15.1033300955246	14.2802112874369	13.6868976820923	14.8207181001966	14.2140582454167	15.7677374555914	14.2012290677553	14.557701554224
G3X9D5	15.5737547733142	15.738137037976	16.2871231918109	15.305272094387	17.852080998652	16.9058426510568	15.9068068063172	16.0101871060111	14.2428632145896	16.2717019344454	16.2149314495957	14.9622312058071
P70302	11.124417211588	14.0971864521241	14.9831451844281	14.8744460377577	13.8640558075172	14.3439619001571	14.892940354923	13.1606617212929	14.2887686156314	14.714182863142	14.2589835308766	14.9973779409197
Q3TK27	10.8773180324418	14.7294328911707	15.3755433975164	14.3870432730635	15.7834962463126	12.8932247780111	14.6562487472584	12.1844995300139	14.3387502761933	14.2957712018489	15.0920550775271	9.46455188652766
Q8VC41	11.895249429148	16.62457110773	9.72398164649601	13.6521987397354	9.47695751210742	10.6357296110626	13.0824542264484	12.9262288466141	10.6710396109962	12.059784483322	11.0543349321185	10.336642225004
G3UYJ7	13.9608537639736	13.0745216638404	13.4358113733222	10.1055391393636	12.7592662955316	11.1362983667959	12.3774056103842	8.848714319526	10.1634503988035	12.3401956241311	12.0187605696875	11.6252242266883
Q91VM5	13.8093727462465	14.8997122403078	16.15634997433	14.7359799756873	16.7423103033962	15.798075407266	15.4449424575084	14.7640890163012	13.5588428684431	16.0148519304593	14.2265628842547	15.7730336519171
Q8CIT9	11.5648714980903	14.3747327129873	10.906330412693	11.502795409374	12.4074528435158	11.8060569524911	13.3415101254671	10.6074212325758	14.8398148037155	11.7632285626881	12.2503462053584	13.2924892834757
Q3U2D1	16.7928405469021	15.7969062058677	11.8792033404436	15.1425861426067	11.1973367324383	16.019189076541	12.8281759666	10.3656846760632	12.5640865041941	9.92128548125773	14.2479312836998	15.8265654796979
A7M7S6	10.33188516598	9.74223086080625	11.1658054440559	10.9025970285606	11.2248440925278	11.1430268824556	14.1456571432073	10.337253647171	11.7744788404748	14.9208266207869	10.4316678384914	11.4906020417509
P57080	14.3607580981799	15.2581295340613	15.5170002880374	15.7019353560406	16.4041794927977	15.0313109969861	14.5441450208862	15.6323964292215	14.3389565161092	16.2608572945021	15.2354676241973	15.1447678948261
Q64524	14.5633243896298	13.9038244267459	13.4274904135183	12.8398865060907	12.6504383792425	14.6402479597207	13.8649669745983	11.4275228957016	14.4936609152309	9.34855926951167	14.0137186063721	8.78863938072933
Q8QZW3	16.4122755246869	15.1561336423656	18.9967753035641	16.4040220157689	16.3612141792141	18.0732710415891	5.37804793784058	NA	10.7832233332781	9.62960276900929	10.1355482557653	8.81020723002623
Q9JKF6	11.4318940522633	13.2475661556576	12.4874994329134	12.6618571621223	NA	13.4027342109998	12.2177162405523	8.04207855387828	14.0801864608638	11.138475470322	11.4543687442168	13.9286862667287
Q91YU3	17.3346245664954	15.9378635734154	NA	10.6228031699853	NA	NA	13.757083725744	15.0073421941075	7.74191812177573	10.1600001308562	NA	NA
P99027	15.1275722579835	13.6094279517051	13.2545482177039	13.6501611029576	14.056907681757	13.8156964098585	12.1943835652874	15.0825181922454	12.6139438797281	13.556906487313	12.6588173705484	12.4711634954348
Q9R053	13.7978099232162	12.2678094546155	12.9403612234193	13.0758428776343	13.1616041294623	12.646126787446	12.1248742040378	14.0160272516228	11.2755325742539	10.4815527738658	11.2426350145742	NA
Q6IR20	14.7047039513285	14.0390979923167	NA	10.2466375996847	12.1481143087726	15.100964808917	13.3384311042007	10.5841097462355	8.01020565109711	7.73642115435275	7.53522939131348	NA
P03991	17.7064593101152	18.9759899189015	18.0512065848992	18.933384105409	17.4722911002741	17.6836180406837	19.1193098365836	16.0762356912235	18.2180022254153	17.4961552342979	19.8835345752122	17.2981735241051
F6UXX4	11.0701034072606	11.7550332199713	12.0439598181317	10.464200990988	12.6986604428532	10.4946688400038	11.3596246405112	11.1813134469949	10.4919612258952	11.6719256789589	9.90394892166659	9.59204108583318
Q58E70	14.4103880995395	14.3586779975003	11.3477856879565	12.8443775154178	10.2854520855082	3.80773734730966	9.81906206122217	11.650825877964	7.12140710078669	13.6632690309207	11.1588989271683	NA
Q8VBZ3	12.6315228507958	13.1102709803935	14.2770668897735	13.3852360706849	13.9564402272583	13.7431048298302	13.2321261544173	12.460008193761	14.3651095219375	11.833286191426	13.5395995378814	13.4772129958521
A8DV59	12.4150581611053	NA	8.49882681286374	NA	8.37033814043709	NA	NA	13.0757541696014	NA	NA	9.77256625477856	7.67443998591746
D4N6N9	13.9707792779351	12.0632506958309	13.0279577664349	12.3979302259606	13.9428967218879	12.3034584850954	10.3336157094145	12.7215393456571	11.9329026698111	12.8493574306093	12.1343745193884	12.2953246223462
Q8CH24	9.14504246933499	14.3261949190498	8.66719137851528	9.89286689931056	7.89036384844932	7.35179619961066	11.2241430041189	11.506712109755	8.35780718075421	9.6428041081018	10.3097693386031	9.81356832990569
B1AY85	13.7303699620733	14.5207655751074	16.4764721271847	14.8508076342793	14.723231495652	16.5339007111129	14.5946079869881	10.1702593922192	15.4247878922825	11.8093219096804	15.7747345275414	14.2314066920684
Q9EQ26	18.3775586309409	19.5977470432234	19.0215936335267	19.3187983980941	20.8178457333477	19.0893547851168	20.2637787573597	22.4430782579985	21.5206368708876	21.2566073064483	19.9140801034652	19.3874276609809
Q9WVJ3	10.4209017606337	12.5512353437367	14.0594095679681	15.4561749145589	9.97719955205086	13.2876402590337	14.1235140642211	15.2304416043599	15.2918446383102	12.7139614116883	13.6601702489469	13.1223711115032
P48771	18.2098556748383	18.7027495017859	17.3061754942482	17.8534149302866	19.427100877602	17.9388505263002	18.843943715084	19.8478457635515	17.773583948988	19.2299190045603	17.5465611237934	19.3469663211462
Q4FJY3	15.4526628688172	12.0968064033796	14.1927881791257	8.79670277907963	14.8515330550612	14.6202128950924	11.593900381244	12.2215025185142	12.0382080347764	15.1904670463979	13.0576965861252	13.8742958202316
J3QQ19	15.3275407148175	15.9798545103319	17.422570186945	17.7901551277784	17.6229490983551	17.4291600347983	17.5547395938206	18.2335064634373	16.6645927964616	19.4076332226739	17.1830999414503	17.8108191092667
P62075	19.3036040017068	21.4623560832045	16.8392455264202	20.9723081344099	16.7902268013318	15.0793132775964	17.8302596599917	21.0476564031101	18.6227740740872	17.8265015372873	19.4588458391821	15.9373971348116
D6RGU9	16.4281126134913	18.4192709672101	18.113648808385	17.7979148822675	18.9922101100019	17.3428083030846	17.7852718647368	18.0505156965051	18.6380113567819	19.0384440101736	18.716588870748	17.5392680514464
Q9WTP6-2	16.6543424413724	18.44800146254	18.3307151562134	17.4199922847834	18.6659759674154	17.9274269082029	20.6185020120334	19.0477896703961	19.7216970640897	21.0802865914456	18.3874441795513	19.1944807133724
Q91XQ5	18.6748621091128	22.3326301001414	16.9266556989681	19.4141461509182	16.324502341379	14.4304119371882	18.4368724723898	19.8632790538666	19.3912304269701	17.658216997235	19.7435887295987	14.2576462940378
Q5M9K1	24.187956518539	22.2768466650527	18.732087920081	20.2100493688871	20.504939956472	21.077551431972	20.6953108693987	16.8362563666537	17.8140210525301	18.0086687977914	20.0975956316757	17.2342104710482
O88792	17.9639463316728	17.2560209622663	17.1622114982497	16.8385008474977	16.8573004628479	17.5326242526133	17.6847875923666	17.2267295270164	20.176903487584	15.9211611870553	16.9532619791528	17.4820405373337
O35660	17.7777896447104	19.3255105307653	19.8750186234289	20.4478366970986	20.6293114509355	18.8056125668382	19.0151857967772	21.0861956561281	20.2847593819997	21.4617672727013	19.7903185965347	19.7420845072199
Q9WU86	16.7619926494523	17.7310126835918	15.5691505857696	15.4107592998575	16.9909719459866	17.2359401591602	14.4039504560033	15.7278321445295	12.8712188902257	16.2586959390037	15.4770607192499	14.5570009595306
P01869	16.1949831339852	16.5693183647236	14.8144542890216	16.9886525588391	13.3117007999796	13.7682276449626	16.0878881845531	16.460476301798	19.4194030708485	14.7348152927321	15.3969110026898	13.9249137428951
Q3T9U8	14.8968789365792	13.3715727673682	15.6268231331861	9.26847629481227	14.0766712542728	14.4681921724144	15.7003813822745	15.9193747005161	18.0836413181307	13.729240185137	12.0593283337245	14.0232354845154
P26040	17.0375177283534	15.4054868585199	15.3796500146693	15.58559483086	16.2987018671065	15.0557001296647	15.6111562664469	18.9363644453958	16.7270364788731	16.8100836663968	15.2533564245406	18.1586064230334
Q3V2G1	15.221183561603	17.6874599739468	18.7272673849379	17.9897264064757	18.555972593769	17.0077276363045	18.607495933625	17.6829102155546	16.6655961237753	17.5929265861269	17.552856561159	15.5410004006118
Q0PD49	14.4470282982745	15.4379609000448	15.8734767975851	16.3158847973631	16.4991170804881	15.4132953546873	16.1051940980423	16.291977645427	16.28559104181	16.9187840719657	16.2921870499615	15.7945080514408
Q9DCW4	15.042504171982	15.954194563148	16.3726598014066	16.8683365085923	16.5406321904944	16.7914599626878	17.3393856010602	18.4064154273295	17.4853839474061	19.708216111913	17.1598570177673	19.1752782467474
P12658	15.6372671837611	15.2297772500813	11.5255615863639	14.8117767506263	10.5041276250574	10.5787060177065	12.6242687163607	15.0423992064139	11.0775419922882	11.932508278766	13.8698199959004	10.5202406054971
Q3TTP7	14.070397538118	15.8648479296081	15.7944900440023	15.3979787014057	16.5878088573808	15.2861374050375	15.2344284075121	15.7751432752297	15.8325027965286	16.3494530430745	16.3444045846478	14.917950743794
P30416	14.3172198948058	14.1521679236372	15.5746836955808	15.9901517333314	16.292402481973	15.3421285158528	15.5110707799514	17.2232652858542	16.5765779659286	18.2195471186153	16.5056468498624	17.5202994426874
Q9DB15	11.5855375891295	16.6223373734964	14.152115872048	13.7468540386344	14.5069703725808	12.859577391656	13.5450732928117	14.0765766981819	16.1851144770753	15.0547842608182	14.9789356977782	11.7796084178046
Q3TIJ9	12.0324986599948	16.4157831236476	12.4722597843073	12.9299669375165	13.5353989840844	11.5956684945733	13.1204614527589	12.0113008440021	14.8634832471261	15.3532406064064	13.326743564755	11.8687107606483
Q8R0F8	18.4993632477724	18.0476155045332	18.3356865647729	18.0626733772144	17.7631273841771	19.1612596853488	17.2341659304927	12.4018146003586	17.4784085414573	15.9014352645512	17.5580331354313	16.8832607769609
P19157	14.250803308756	15.4769588586347	16.1283256296404	16.0712055597423	16.3119885589231	15.643324791298	16.9489723263285	16.0355949656425	15.8348583014417	17.2078271211837	16.5878492496726	17.1113009692386
Q99LY9	16.2547890798706	17.0802302071968	18.475387182606	18.8299887887579	18.8832738580332	17.9355051561997	17.9797412234447	19.8657570065927	17.974799947346	19.8828190004691	18.8272708755945	18.6555707580711
Q9Z1Z5	14.868471941222	15.1019124598472	16.2189651920618	15.5487269067184	17.0715898869994	16.32130583901	16.0473098266108	17.0439157025533	15.5971035483748	17.2692882716708	16.1490059138536	16.2399133652445
O08692	16.9804866589808	16.417885255927	15.738337253692	15.1566089093098	14.4741987998685	16.1015443031745	15.6747507590485	11.8868059056218	14.8612077634774	13.3632733025569	14.730523130647	15.1296237612364
Q3U9U5	13.1171927967182	14.5415110901258	14.5847849400185	15.9660812143363	14.8083189813762	13.0680698808073	14.7589274040165	14.7676167477584	13.8793567741235	15.1867058540916	14.9051578141732	13.4594364855191
Q9D8T2	13.4151053271457	15.3241764436379	15.1975968815117	16.3885669157571	15.5708471617878	14.8159896014856	14.7140158137967	17.5540896804461	16.1413172891679	17.2898298008894	16.2478340376294	16.4086751301306
Q8BGD4	13.8844677904333	14.8604633015774	16.0639790598578	15.5457380489271	16.3689550715227	15.4048434988485	15.2699204584325	16.3826208418618	14.8533994401872	15.895111726511	15.7425193264791	15.7548443872384
D3Z1N1	12.5813432099242	19.302381795796	8.85725052668278	16.8989868836652	9.24800278022644	8.42915590316516	15.733755390537	13.5729642288953	10.7950999583292	12.3325059228213	11.9645215407088	9.72928038601624
A2RTT4	11.6556551098751	11.4257937732987	9.25846748229183	11.2971394072248	8.06179478374466	9.20864059170699	11.9662035240281	15.4883367814871	15.6557095030175	12.9370228509488	11.0390450526124	9.77821549753623
Q91WS0	15.2618662739898	16.7478854760564	13.7129823725516	17.7456332325444	13.4165688025613	12.3846331350817	16.4402168025625	17.7315665390733	13.9650338951259	16.6606432650228	16.0203744491325	13.1761769678005
D3Z665	15.8179034127649	16.9963717280414	19.4227953099743	18.3559372808095	18.3510824370532	18.9242068620516	15.6991634150451	15.5632103281346	17.6146789522886	16.0897813146836	18.6495630644019	18.6178290040934
G3UXY0	16.0676548641696	15.5692890599381	13.7674221106212	14.9785663512984	13.4829129649794	14.5865107754809	15.2831987874934	13.266942109237	14.7280682079744	13.9675929208463	15.0370574308974	15.3723948151021
Q3UGV7	12.9829642497821	13.8513651162689	13.994864911356	15.0459513360327	14.6607384628041	13.4733570543779	13.7447642513408	14.9181934277948	14.6180165666767	15.9545107016692	14.4611130693665	14.2537544873952
P27612	13.5074568381031	14.5775254492075	14.264133567009	14.7382420173294	15.7929136401533	14.7668936383926	15.3795790863634	15.2521921790678	15.5676510726398	16.7993117270895	15.5763256707227	11.8075546626584
E9PYY6	15.240233925729	14.9232671874954	15.4476678682043	15.6771553709812	14.0027416595217	15.3924215326146	15.3876003026774	11.3065903450398	14.8375193510453	12.7306917690878	14.1704029467074	15.3317496813339
Q5M9K9	13.2939692893377	15.7136358160047	14.6037116485407	15.7159141269626	15.2594437939064	14.439694568562	14.4424079993381	16.8227925565127	15.6224327528844	15.2355952088112	14.8282387804769	14.9652617755068
E9PV44	13.6039208742937	14.7540659496736	14.4070878128284	14.7565973586447	15.3521283804858	13.9346037849483	13.438241356726	14.4297199305896	13.5154187437619	15.1130281968085	13.9779910476096	13.7528706676247
Q3THE6	16.5030003934424	14.9946838610792	14.9447211921709	12.7197781759741	13.776464925938	12.6299289119806	14.0320130731698	13.5403417627882	11.7181796059214	15.1999083614918	13.4773999526567	14.3430958292301
Q80T21	13.6800553487529	13.8271246197251	14.2142636936747	13.2173469322888	12.9841088327376	15.5114384130289	15.1969451747085	12.2931906919356	15.3963667579065	13.2180253091042	14.4226021490978	13.8681369749934
Q6IRU2	14.6742932271723	13.8410236571884	12.4712746544431	13.8194587101815	12.6883152301025	12.2866279583328	13.5206387810586	16.8195426311005	14.7529730335528	15.6693957249184	13.2028268456738	15.7384997435946
Q3U8W4	13.02860634476	15.0163540335868	16.5825608936418	15.0425353736408	16.8016549916089	16.184663178253	15.5334529202676	14.8853738467587	13.2440364825487	17.0934447001179	15.4847559143437	15.8862623826404
Q3UGC3	12.7131483957394	13.0227454031498	14.5754435562779	14.9771105506413	14.4040505350291	14.4477500274356	13.7548072514065	14.6345427354563	14.9436927726183	15.3141211014829	14.2484886897315	14.7746564374371
P62274	15.8762160888693	14.4387550274344	12.7491102680322	13.7662416791924	15.0791135832877	14.9491518054351	16.7841824691586	17.9126150800413	16.2192457701545	18.4527309042329	14.6688304729297	16.6889217025595
Q61074	17.4929624271918	16.9777369441916	17.0556921987475	16.797116753127	16.2457005786779	16.2520530212211	15.1403173446314	14.4378932103323	14.0213758982631	13.6933731010388	15.4143398600413	16.5240765828041
Q3TYD5	9.93778357363536	11.9224291976358	13.3960067071241	12.7360732407524	11.6928776472784	13.3984287930098	14.6545009641158	12.4914025627176	15.190658915611	12.4967610988949	14.5435369156119	14.5216955247905
A2AP78	15.9149708951077	16.0065639166813	13.8173804485059	14.9203948483747	11.1436523489654	14.999828870521	15.1796687328711	12.8021406191971	15.3545866176029	12.7555997283166	14.8051625948256	13.1535686551889
E9PUA7	14.7624784110834	12.5361388887569	12.8576383578271	12.6947379979356	13.4842389892832	12.5535347672212	12.8796213753395	15.0598511113099	14.1731254244412	13.7634474739085	13.2602048890541	13.3813734658298
P17665	12.3107652830943	12.5272061050454	11.8164905011808	12.685009836245	13.5624713650601	11.4383571947252	12.2200142730565	13.5453592250216	12.5887971197571	15.0420971128851	12.8324039842238	12.7220668120529
Q6DMP4	13.0736279591306	15.9846975159632	12.9451368975561	14.5979977260577	14.0449193784795	12.7431787041224	12.6763564113152	13.9648884645963	12.9380598176454	14.2457408542226	12.9780395692265	13.0378668221704
E9PV63	13.6114835509127	13.3471727988099	13.4907576231407	13.1392038123007	14.1867189962124	12.4582571452522	13.0643632460247	13.9630380827668	12.3883188010604	14.4642509585847	12.7864278236219	12.7585344998023
Q3UWZ1	17.1296924042084	14.9604165331615	16.6044367230387	13.4542436025692	15.1014170061737	14.0047446176506	14.5972279525604	13.8077569085182	13.7240949025018	15.8225260373249	14.6533273264278	14.8440543160202
